par,ika,pred_prob_1719_gen2_low
1,21,4.4598398794969e-05
1,22,4.93474053738639e-05
1,23,5.46020765639713e-05
1,24,6.041624831621e-05
1,25,6.68494868759505e-05
1,26,7.39676984035012e-05
1,27,8.18438033794988e-05
1,28,9.05584826642707e-05
1,29,0.000100201002805029
1,30,0.00011087012898524
1,31,0.000122675134894416
1,32,0.000135736919772334
1,33,0.00015018924395864
1,34,0.000166180095467078
1,35,0.000183873201414234
1,36,0.000203449699577996
1,37,0.000225109986953854
1,38,0.00024907576393234
1,39,0.000275592294653671
1,40,0.000304930906223058
1,41,0.000337391751810272
1,42,0.000373306865229604
1,43,0.000413043537422204
1,44,0.000457008048364444
1,45,0.000505649791327111
1,46,0.000559465830136022
1,47,0.000619005934161228
1,48,0.000684878140216585
1,49,0.000757754895411899
1,50,0.000838379840294201
1,51,0.000927575297370689
1,52,0.00102625053635021
1,53,0.00113541089419733
1,54,0.00125616783538459
1,55,0.00138975004557025
1,56,0.00153751566033086
1,57,0.00170096573953924
1,58,0.0018817591074862
1,59,0.00208172868886908
1,60,0.00230289948125963
1,61,0.00254750831553878
1,62,0.00281802556693211
1,63,0.00311717899053759
1,64,0.00344797986639328
1,65,0.00381375164990395
1,66,0.0042181613334664
1,67,0.00466525373393394
1,68,0.00515948892754819
1,69,0.00570578305839679
1,70,0.00630955274740373
1,71,0.00697676332518699
1,72,0.00771398110243113
1,73,0.00852842987403026
1,74,0.00942805182612216
1,75,0.010421572975822
1,76,0.0115185732190878
1,77,0.0127295609893191
1,78,0.014066052434059
1,79,0.0155406548950019
1,80,0.017167154322247
1,81,0.0189606060616292
1,82,0.0209374282176666
1,83,0.0231154965074354
1,84,0.0255142391754773
1,85,0.0281547301296924
1,86,0.0310597779766196
1,87,0.0342540080762436
1,88,0.0377639340982475
1,89,0.041618014843408
1,90,0.0458466913002582
1,91,0.0504823980494407
1,92,0.0555595422263002
1,93,0.0611144423374975
1,94,0.0671852183451174
1,95,0.0738116236441287
1,96,0.0810348089478681
1,97,0.0888970077644733
1,98,0.0974411332197485
1,99,0.106710276603768
1,100,0.116747099349953
1,101,0.12759311236299
1,102,0.139287839854384
