par,ika,pred_prob_8789_gen1_high
1,21,0.000347664141240413
1,22,0.000377300262849582
1,23,0.00040946163755443
1,24,0.000444363254772478
1,25,0.000482238374527859
1,26,0.000523340074346
1,27,0.000567942926083991
1,28,0.000616344813426836
1,29,0.000668868901632874
1,30,0.000725865772026686
1,31,0.000787715734717936
1,32,0.00085483133407338
1,33,0.000927660062589698
1,34,0.00100668730001009
1,35,0.00109243949580037
1,36,0.00118548761445297
1,37,0.00128645086452178
1,38,0.00139600073380819
1,39,0.00151486535471911
1,40,0.00164383422550096
1,41,0.00178376331481632
1,42,0.00193558057896897
1,43,0.00210029192299205
1,44,0.00227898763878335
1,45,0.00247284935549089
1,46,0.00268315753940329
1,47,0.00291129958266385
1,48,0.00315877852217773
1,49,0.0034272224320864
1,50,0.00371839453510146
1,51,0.00403420407977219
1,52,0.00437671803234702
1,53,0.00474817363320641
1,54,0.00515099186880536
1,55,0.00558779191056402
1,56,0.0060614065720615
1,57,0.00657489883507316
1,58,0.00713157949327588
1,59,0.00773502595962628
1,60,0.00838910227926058
1,61,0.00909798038400174
1,62,0.00986616261687665
1,63,0.0106985055450874
1,64,0.0116002450672393
1,65,0.0125770228048439
1,66,0.0136349137486719
1,67,0.0147804551068503
1,68,0.0160206762730507
1,69,0.0173631297989924
1,70,0.0188159232150575
1,71,0.0203877514952572
1,72,0.0220879299072965
1,73,0.0239264269241853
1,74,0.025913896799915
1,75,0.0280617113273572
1,76,0.0303819902010637
1,77,0.0328876293005101
1,78,0.0355923260902368
1,79,0.0385106012023464
1,80,0.0416578151244203
1,81,0.0450501787632188
1,82,0.0487047564934149
1,83,0.0526394601339088
1,84,0.0568730321259876
1,85,0.0614250160231262
1,86,0.0663157122485738
1,87,0.0715661169428883
1,88,0.0771978416200924
1,89,0.0832330112911102
1,90,0.0896941387116954
1,91,0.0966039724862918
1,92,0.103985316927973
1,93,0.111860821857689
1,94,0.120252740943654
1,95,0.129182657752943
1,96,0.138671179428759
1,97,0.148737598830191
1,98,0.159399527081371
1,99,0.170672499768931
1,100,0.182569561483012
1,101,0.195100834985375
1,102,0.208273082958535
