par,ika,pred_prob_8789_gen1_mid
1,21,0.000395870523204145
1,22,0.000428717627078678
1,23,0.000464288932516736
1,24,0.000502810154643984
1,25,0.000544525672524908
1,26,0.000589700065913613
1,27,0.000638619777407662
1,28,0.000691594910042284
1,29,0.000748961171131646
1,30,0.000811081973985984
1,31,0.000878350710011073
1,32,0.000951193204632013
1,33,0.00103007037147896
1,34,0.00111548108033029
1,35,0.00120796525543046
1,36,0.00130810722198651
1,37,0.00141653931990026
1,38,0.00153394580511135
1,39,0.00166106706031032
1,40,0.00179870413822667
1,41,0.0019477236622034
1,42,0.00210906311032907
1,43,0.00228373651100615
1,44,0.00247284057947915
1,45,0.00267756132651595
1,46,0.00289918117211435
1,47,0.00313908659877297
1,48,0.00339877638049609
1,49,0.00367987042526438
1,50,0.00398411927016006
1,51,0.00431341426963966
1,52,0.00466979851854494
1,53,0.00505547855226662
1,54,0.00547283686694753
1,55,0.0059244453026385
1,56,0.00641307933179293
1,57,0.006941733294275
1,58,0.00751363661801353
1,59,0.00813227106138396
1,60,0.00880138900914527
1,61,0.0095250328480649
1,62,0.0103075554409712
1,63,0.0111536417085774
1,64,0.012068331316688
1,65,0.0130570424519418
1,66,0.0141255966516482
1,67,0.0152802446320588
1,68,0.0165276930340692
1,69,0.0178751319753207
1,70,0.0193302632623479
1,71,0.0209013290751918
1,72,0.0225971408890968
1,73,0.0244271083428933
1,74,0.0264012677007873
1,75,0.0285303094829472
1,76,0.0308256047599938
1,77,0.0332992295168867
1,78,0.0359639863925958
1,79,0.0388334229934556
1,80,0.0419218458606909
1,81,0.045244329047231
1,82,0.0488167161271467
1,83,0.0526556143251391
1,84,0.0567783793166858
1,85,0.0612030891159507
1,86,0.0659485053438831
1,87,0.0710340200599229
1,88,0.0764795862557738
1,89,0.0823056300587789
1,90,0.0885329426871113
1,91,0.0951825502523921
1,92,0.102275559631872
1,93,0.109832978847273
1,94,0.117875510706358
1,95,0.126423318901345
1,96,0.135495766328594
1,97,0.14511112610683
1,98,0.155286266631736
1,99,0.166036313011598
1,100,0.177374288371593
1,101,0.189310739772226
1,102,0.20185335482674
