par,ika,pred_prob_8789_gen2_low
1,21,7.11915487404052e-05
1,22,7.88506203347099e-05
1,23,8.73336135215302e-05
1,24,9.67291450220699e-05
1,25,0.000107135359011404
1,26,0.000118660950605223
1,27,0.000131426299104419
1,28,0.00014556472272469
1,29,0.000161223867781565
1,30,0.000178567246673973
1,31,0.000197775940524853
1,32,0.000219050484009288
1,33,0.000242612951744883
1,34,0.000268709267652272
1,35,0.000297611760933866
1,36,0.000329621994786109
1,37,0.000365073896675529
1,38,0.000404337221994704
1,39,0.000447821386195194
1,40,0.000495979704096241
1,41,0.000549314079018177
1,42,0.000608380188716435
1,43,0.000673793219825757
1,44,0.00074623420769515
1,45,0.000826457044133336
1,46,0.000915296221722553
1,47,0.00101367539002536
1,48,0.00112261680623198
1,49,0.00124325177059902
1,50,0.00137683214543278
1,51,0.0015247430653835
1,52,0.00168851695644166
1,53,0.00186984899125139
1,54,0.00207061411914827
1,55,0.00229288582063462
1,56,0.00253895674774036
1,57,0.00281136142375742
1,58,0.00311290118800968
1,59,0.00344667158339457
1,60,0.00381609239609978
1,61,0.00422494056775753
1,62,0.00467738620983557
1,63,0.00517803195762482
1,64,0.00573195590594933
1,65,0.00634475836967233
1,66,0.00702261270794295
1,67,0.00777232044037534
1,68,0.00860137086409808
1,69,0.00951800535059022
1,70,0.0105312864577193
1,71,0.0116511719321968
1,72,0.0128885935969851
1,73,0.0142555410126166
1,74,0.0157651496658601
1,75,0.0174317932679237
1,76,0.0192711795310023
1,77,0.0213004485294091
1,78,0.0235382724322619
1,79,0.0260049550109581
1,80,0.0287225288688331
1,81,0.0317148478054954
1,82,0.0350076711088234
1,83,0.0386287358604943
1,84,0.0426078125469789
1,85,0.046976738393663
1,86,0.0517694218993428
1,87,0.0570218110663733
1,88,0.0627718168360761
1,89,0.0690591823039141
1,90,0.0759252874782739
1,91,0.08341287875662
1,92,0.0915657120435109
1,93,0.100428098670759
1,94,0.110044344166394
1,95,0.120458071636186
1,96,0.131711424252131
1,97,0.143844145254067
1,101,0.201818515798586
1,102,0.218782004763839
