par,ika,pred_prob_8789_gen1_low
1,21,0.000458263618420154
1,22,0.000495183344320805
1,23,0.000535075892910387
1,24,0.000578180372737537
1,25,0.000624755079483476
1,26,0.000675079028126676
1,27,0.000729453606199189
1,28,0.000788204357493431
1,29,0.000851682906265697
1,30,0.000920269032714564
1,31,0.000994372911290278
1,32,0.00107443752421684
1,33,0.00116094126348328
1,34,0.00125440073548533
1,35,0.00135537378347487
1,36,0.00146446274400078
1,37,0.00158231795460338
1,38,0.00170964153115133
1,39,0.00184719143438531
1,40,0.0019957858464526
1,41,0.00215630787947625
1,42,0.00232971063949651
1,43,0.00251702267044228
1,44,0.00271935380412556
1,45,0.00293790144359074
1,46,0.00317395730847463
1,47,0.00342891467232464
1,48,0.00370427612305495
1,49,0.00400166187886538
1,50,0.00432281869296904
1,51,0.00466962938132935
1,52,0.0050441230082445
1,53,0.00544848576497791
1,54,0.00588507257664512
1,55,0.00635641947214883
1,56,0.00686525675100742
1,57,0.00741452297933648
1,58,0.0080073798448867
1,59,0.00864722789776744
1,60,0.00933772319912087
1,61,0.0100827948943623
1,62,0.0108866637204474
1,63,0.0117538614477156
1,64,0.0126892512459151
1,65,0.0136980489507191
1,66,0.0147858451910624
1,67,0.015958628318573
1,68,0.0172228080578423
1,69,0.0185852397698266
1,70,0.0200532491898385
1,71,0.021634657465877
1,72,0.0233378062819795
1,73,0.0251715828043456
1,74,0.0271454441347394
1,75,0.0292694408956807
1,76,0.031554239504863
1,77,0.034011142621851
1,78,0.0366521071683692
1,79,0.0394897592345489
1,80,0.0425374050878332
1,81,0.0458090373996774
1,82,0.0493193356990415
1,83,0.0530836599528296
1,84,0.0571180360644648
1,85,0.0614391319760559
1,86,0.0660642229614188
1,87,0.0710111446118694
1,88,0.076298231950648
1,89,0.081944243072685
1,90,0.0879682657029582
1,91,0.0943896051088386
1,92,0.101227651900437
1,93,0.108501728419571
1,94,0.116230912664351
1,95,0.124433839033931
1,96,0.133128475616924
1,97,0.142331878295437
1,98,0.152059922599382
1,99,0.162327015022708
1,100,0.173145786398491
