"","type","year","educ","age","from_to","probability","count_from_to","count_from"
"41","empirical","2018","low",69,"partnered_dead",0.017776207587592,302,16989
"42","empirical","2018","low",69,"partnered_partnered",0.970745777478698,16492,16989
"43","empirical","2018","low",69,"partnered_unpartnered",0.00465006739211844,79,16989
"44","empirical","2018","low",69,"partnered_widowed",0.00682794754159162,116,16989
"45","empirical","2018","low",69,"unpartnered_dead",0.0418767528710365,299,7140
"46","empirical","2018","low",69,"unpartnered_partnered",0.00714285734857143,51,7140
"47","empirical","2018","low",69,"unpartnered_unpartnered",0.950980389780392,6790,7140
"48","empirical","2018","low",69,"widowed_dead",0.0324675327402597,35,1078
"49","empirical","2018","low",69,"widowed_partnered",0.0111317249109462,12,1078
"50","empirical","2018","low",69,"widowed_widowed",0.956400742348794,1031,1078
"51","empirical","2018","low",70,"partnered_dead",0.0176622794433232,314,17778
"52","empirical","2018","low",70,"partnered_partnered",0.969231634327714,17231,17778
"53","empirical","2018","low",70,"partnered_unpartnered",0.00472494091859602,84,17778
"54","empirical","2018","low",70,"partnered_widowed",0.00838114531036675,149,17778
"55","empirical","2018","low",70,"unpartnered_dead",0.0404142102788581,281,6953
"56","empirical","2018","low",70,"unpartnered_partnered",0.00834172315755789,58,6953
"57","empirical","2018","low",70,"unpartnered_unpartnered",0.951244066563584,6614,6953
"58","empirical","2018","low",70,"widowed_dead",0.0401310391572482,49,1221
"59","empirical","2018","low",70,"widowed_partnered",0.0106470107764128,13,1221
"60","empirical","2018","low",70,"widowed_widowed",0.949221950066339,1159,1221
"61","empirical","2018","low",71,"partnered_dead",0.0198742414869189,354,17812
"62","empirical","2018","low",71,"partnered_partnered",0.966595553681591,17217,17812
"63","empirical","2018","low",71,"partnered_unpartnered",0.00398607699765889,71,17812
"64","empirical","2018","low",71,"partnered_widowed",0.00954412783383113,170,17812
"65","empirical","2018","low",71,"unpartnered_dead",0.0466089027203466,312,6694
"66","empirical","2018","low",71,"unpartnered_partnered",0.00702121295787272,47,6694
"67","empirical","2018","low",71,"unpartnered_unpartnered",0.946369884321781,6335,6694
"68","empirical","2018","low",71,"widowed_dead",0.0323943636760564,46,1420
"69","empirical","2018","low",71,"widowed_partnered",0.0126760558732394,18,1420
"70","empirical","2018","low",71,"widowed_widowed",0.954929580450704,1356,1420
"71","empirical","2018","low",72,"partnered_dead",0.0217721218824305,373,17132
"72","empirical","2018","low",72,"partnered_partnered",0.965911744784076,16548,17132
"73","empirical","2018","low",72,"partnered_unpartnered",0.00309362588329442,53,17132
"74","empirical","2018","low",72,"partnered_widowed",0.00922250745019846,158,17132
"75","empirical","2018","low",72,"unpartnered_dead",0.0507571957563655,305,6009
"76","empirical","2018","low",72,"unpartnered_partnered",0.00682309876724913,41,6009
"77","empirical","2018","low",72,"unpartnered_unpartnered",0.942419705476385,5663,6009
"78","empirical","2018","low",72,"widowed_dead",0.0371845947952191,56,1506
"79","empirical","2018","low",72,"widowed_partnered",0.00664010618486056,10,1506
"80","empirical","2018","low",72,"widowed_widowed",0.95617529901992,1440,1506
"81","empirical","2018","low",73,"partnered_dead",0.0249288726032787,368,14762
"82","empirical","2018","low",73,"partnered_partnered",0.959964773231148,14171,14762
"83","empirical","2018","low",73,"partnered_unpartnered",0.00447093890819672,66,14762
"84","empirical","2018","low",73,"partnered_widowed",0.010635415257377,157,14762
"85","empirical","2018","low",73,"unpartnered_dead",0.0571016298001443,277,4851
"86","empirical","2018","low",73,"unpartnered_partnered",0.00762729347330447,37,4851
"87","empirical","2018","low",73,"unpartnered_unpartnered",0.935271076726551,4537,4851
"88","empirical","2018","low",73,"widowed_dead",0.0418118470202091,60,1435
"89","empirical","2018","low",73,"widowed_partnered",0.00836236980404182,12,1435
"90","empirical","2018","low",73,"widowed_widowed",0.949825783175749,1363,1435
"91","empirical","2018","low",74,"partnered_dead",0.0266262999733737,343,12882
"92","empirical","2018","low",74,"partnered_partnered",0.957537649042462,12335,12882
"93","empirical","2018","low",74,"partnered_unpartnered",0.00357087399642913,46,12882
"94","empirical","2018","low",74,"partnered_widowed",0.0122651769877348,158,12882
"95","empirical","2018","low",74,"unpartnered_dead",0.0617010811855457,251,4068
"96","empirical","2018","low",74,"unpartnered_partnered",0.00737463110265487,30,4068
"97","empirical","2018","low",74,"unpartnered_unpartnered",0.930924287711799,3787,4068
"98","empirical","2018","low",74,"widowed_dead",0.0378670788639876,49,1294
"99","empirical","2018","low",74,"widowed_partnered",0.0123647596290572,16,1294
"100","empirical","2018","low",74,"widowed_widowed",0.949768161506955,1229,1294
"101","empirical","2018","low",75,"partnered_dead",0.0303486101578128,343,11302
"102","empirical","2018","low",75,"partnered_partnered",0.95345956495799,10776,11302
"103","empirical","2018","low",75,"partnered_unpartnered",0.00424703582208459,48,11302
"104","empirical","2018","low",75,"partnered_widowed",0.0119447890621129,135,11302
"105","empirical","2018","low",75,"unpartnered_dead",0.0593659960329683,206,3470
"106","empirical","2018","low",75,"unpartnered_partnered",0.006340057710317,22,3470
"107","empirical","2018","low",75,"unpartnered_unpartnered",0.934293946256715,3242,3470
"108","empirical","2018","low",75,"widowed_dead",0.0546875005578125,70,1280
"109","empirical","2018","low",75,"widowed_partnered",0.00703124987171875,9,1280
"110","empirical","2018","low",75,"widowed_widowed",0.938281249570469,1201,1280
"111","empirical","2018","low",76,"partnered_dead",0.0324055511736584,404,12467
"112","empirical","2018","low",76,"partnered_partnered",0.94874468580701,11828,12467
"113","empirical","2018","low",76,"partnered_unpartnered",0.00409079939568461,51,12467
"114","empirical","2018","low",76,"partnered_widowed",0.0147589636236464,184,12467
"115","empirical","2018","low",76,"unpartnered_dead",0.0575054005698974,213,3704
"116","empirical","2018","low",76,"unpartnered_partnered",0.00782937391374191,29,3704
"117","empirical","2018","low",76,"unpartnered_unpartnered",0.934665225516361,3462,3704
"118","empirical","2018","low",76,"widowed_dead",0.0567975841359517,94,1655
"119","empirical","2018","low",76,"widowed_partnered",0.00483383709667674,8,1655
"120","empirical","2018","low",76,"widowed_widowed",0.938368578767372,1553,1655
"121","empirical","2018","low",77,"partnered_dead",0.0391910960946857,500,12758
"122","empirical","2018","low",77,"partnered_partnered",0.945210848165629,12059,12758
"123","empirical","2018","low",77,"partnered_unpartnered",0.00290014103300674,37,12758
"124","empirical","2018","low",77,"partnered_widowed",0.0126979147066782,162,12758
"125","empirical","2018","low",77,"unpartnered_dead",0.0673758841521276,247,3666
"126","empirical","2018","low",77,"unpartnered_partnered",0.00872886004926351,32,3666
"127","empirical","2018","low",77,"unpartnered_unpartnered",0.923895255798609,3387,3666
"128","empirical","2018","low",77,"widowed_dead",0.0627306242095941,119,1897
"129","empirical","2018","low",77,"widowed_partnered",0.0063257775202952,12,1897
"130","empirical","2018","low",77,"widowed_widowed",0.930943598270111,1766,1897
"131","empirical","2018","low",78,"partnered_dead",0.0436549120870073,505,11568
"132","empirical","2018","low",78,"partnered_partnered",0.935684643298548,10824,11568
"133","empirical","2018","low",78,"partnered_unpartnered",0.00397648719901453,46,11568
"134","empirical","2018","low",78,"partnered_widowed",0.0166839574154305,193,11568
"135","empirical","2018","low",78,"unpartnered_dead",0.0787476293385199,249,3162
"136","empirical","2018","low",78,"unpartnered_partnered",0.00506008835749526,16,3162
"137","empirical","2018","low",78,"unpartnered_unpartnered",0.916192282303985,2897,3162
"138","empirical","2018","low",78,"widowed_dead",0.0616216224111352,114,1850
"139","empirical","2018","low",78,"widowed_partnered",0.00594594623616217,11,1850
"140","empirical","2018","low",78,"widowed_widowed",0.932432431352703,1725,1850
"141","empirical","2018","low",79,"partnered_dead",0.0494051535504131,598,12104
"142","empirical","2018","low",79,"partnered_partnered",0.927957701555585,11232,12104
"143","empirical","2018","low",79,"partnered_unpartnered",0.0042134830616573,51,12104
"144","empirical","2018","low",79,"partnered_widowed",0.0184236618323447,223,12104
"145","empirical","2018","low",79,"unpartnered_dead",0.0756024114254217,251,3320
"146","empirical","2018","low",79,"unpartnered_partnered",0.00722891554506024,24,3320
"147","empirical","2018","low",79,"unpartnered_unpartnered",0.917168673029518,3045,3320
"148","empirical","2018","low",79,"widowed_dead",0.0678203945056128,145,2138
"149","empirical","2018","low",79,"widowed_partnered",0.00374181488306829,8,2138
"150","empirical","2018","low",79,"widowed_widowed",0.928437790611319,1985,2138
"151","empirical","2018","low",80,"partnered_dead",0.0532830988614639,594,11148
"152","empirical","2018","low",80,"partnered_partnered",0.921959097602906,10278,11148
"153","empirical","2018","low",80,"partnered_unpartnered",0.00412630058927162,46,11148
"154","empirical","2018","low",80,"partnered_widowed",0.0206315029463581,230,11148
"155","empirical","2018","low",80,"unpartnered_dead",0.0863144079802429,263,3047
"156","empirical","2018","low",80,"unpartnered_partnered",0.0065638332464063,20,3047
"157","empirical","2018","low",80,"unpartnered_unpartnered",0.907121758773351,2764,3047
"158","empirical","2018","low",80,"widowed_dead",0.0713012440998217,160,2244
"159","empirical","2018","low",80,"widowed_partnered",0.00713012460998217,16,2244
"160","empirical","2018","low",80,"widowed_widowed",0.921568631290196,2068,2244
"161","empirical","2018","low",81,"partnered_dead",0.0618941868479504,613,9904
"162","empirical","2018","low",81,"partnered_partnered",0.910743132477181,9020,9904
"163","empirical","2018","low",81,"partnered_unpartnered",0.0034329563470315,34,9904
"164","empirical","2018","low",81,"partnered_widowed",0.0239297243278372,237,9904
"165","empirical","2018","low",81,"unpartnered_dead",0.0991577369419985,259,2612
"166","empirical","2018","low",81,"unpartnered_partnered",0.00612557455819296,16,2612
"167","empirical","2018","low",81,"unpartnered_unpartnered",0.894716688499809,2337,2612
"168","empirical","2018","low",81,"widowed_dead",0.0789354956817772,175,2217
"169","empirical","2018","low",81,"widowed_partnered",0.00631483959454218,14,2217
"170","empirical","2018","low",81,"widowed_widowed",0.914749664723681,2028,2217
"171","empirical","2018","low",82,"partnered_dead",0.0707682163799802,643,9086
"172","empirical","2018","low",82,"partnered_partnered",0.899405677538411,8172,9086
"173","empirical","2018","low",82,"partnered_unpartnered",0.00319172356223861,29,9086
"174","empirical","2018","low",82,"partnered_widowed",0.0266343825193705,242,9086
"175","empirical","2018","low",82,"unpartnered_dead",0.103550290776627,245,2366
"176","empirical","2018","low",82,"unpartnered_partnered",0.00718512255388842,17,2366
"177","empirical","2018","low",82,"unpartnered_unpartnered",0.889264586669484,2104,2366
"178","empirical","2018","low",82,"widowed_dead",0.0839338700563798,198,2359
"179","empirical","2018","low",82,"widowed_partnered",0.00339126758308606,8,2359
"180","empirical","2018","low",82,"widowed_widowed",0.912674862360534,2153,2359
"181","empirical","2018","low",83,"partnered_dead",0.0724183612540909,601,8299
"182","empirical","2018","low",83,"partnered_partnered",0.895650080774804,7433,8299
"183","empirical","2018","low",83,"partnered_unpartnered",0.00277141827145439,23,8299
"184","empirical","2018","low",83,"partnered_widowed",0.0291601396996506,242,8299
"185","empirical","2018","low",83,"unpartnered_dead",0.111832950022367,241,2155
"186","empirical","2018","low",83,"unpartnered_partnered",0.0064965198012993,14,2155
"187","empirical","2018","low",83,"unpartnered_unpartnered",0.881670530176334,1900,2155
"188","empirical","2018","low",83,"widowed_dead",0.0925553315267606,230,2485
"189","empirical","2018","low",83,"widowed_partnered",0.00482897383183099,12,2485
"190","empirical","2018","low",83,"widowed_widowed",0.902615694641408,2243,2485
"191","empirical","2018","low",84,"partnered_dead",0.0894957991408403,639,7140
"192","empirical","2018","low",84,"partnered_partnered",0.874509801604706,6244,7140
"193","empirical","2018","low",84,"partnered_unpartnered",0.00350140056638655,25,7140
"194","empirical","2018","low",84,"partnered_widowed",0.0324929986880672,232,7140
"195","empirical","2018","low",84,"unpartnered_dead",0.121432567959933,217,1787
"196","empirical","2018","low",84,"unpartnered_partnered",0.00447677672479015,8,1787
"197","empirical","2018","low",84,"unpartnered_unpartnered",0.874090655315277,1562,1787
"198","empirical","2018","low",84,"widowed_dead",0.105619770866082,265,2509
"199","empirical","2018","low",84,"widowed_partnered",0.00398565183268234,10,2509
"200","empirical","2018","low",84,"widowed_widowed",0.890394577301236,2234,2509
"201","empirical","2018","low",85,"partnered_dead",0.0969225933842958,611,6304
"202","empirical","2018","low",85,"partnered_partnered",0.861992381205013,5434,6304
"203","empirical","2018","low",85,"partnered_unpartnered",0.00333121848194797,21,6304
"204","empirical","2018","low",85,"partnered_widowed",0.0377538069287437,238,6304
"205","empirical","2018","low",85,"unpartnered_dead",0.14158687226539,207,1462
"206","empirical","2018","low",85,"unpartnered_partnered",0.00820793413132695,12,1462
"207","empirical","2018","low",85,"unpartnered_unpartnered",0.850205193603283,1243,1462
"208","empirical","2018","low",85,"widowed_dead",0.121894407111103,314,2576
"209","empirical","2018","low",85,"widowed_partnered",0.00504658358039597,13,2576
"210","empirical","2018","low",85,"widowed_widowed",0.873059009308501,2249,2576
"211","empirical","2018","low",86,"partnered_dead",0.111440531047541,639,5734
"212","empirical","2018","low",86,"partnered_partnered",0.846006277952459,4851,5734
"213","empirical","2018","low",86,"partnered_unpartnered",0.00401116163770492,23,5734
"214","empirical","2018","low",86,"partnered_widowed",0.0385420293622951,221,5734
"215","empirical","2018","low",86,"unpartnered_dead",0.16203335684035,204,1259
"216","empirical","2018","low",86,"unpartnered_partnered",0.00635424937609214,8,1259
"217","empirical","2018","low",86,"unpartnered_unpartnered",0.831612393783558,1047,1259
"218","empirical","2018","low",86,"widowed_dead",0.130500764241275,344,2636
"219","empirical","2018","low",86,"widowed_partnered",0.00531107767261002,14,2636
"220","empirical","2018","low",86,"widowed_widowed",0.864188158086115,2278,2636
"221","empirical","2018","low",87,"partnered_dead",0.123542639147556,604,4889
"222","empirical","2018","low",87,"partnered_partnered",0.826549404296809,4041,4889
"223","empirical","2018","low",87,"partnered_unpartnered",0.00224994888447535,11,4889
"224","empirical","2018","low",87,"partnered_widowed",0.0476580076711597,233,4889
"225","empirical","2018","low",87,"unpartnered_dead",0.167972146220627,193,1149
"226","empirical","2018","low",87,"unpartnered_partnered",0.0095735422845953,11,1149
"227","empirical","2018","low",87,"unpartnered_unpartnered",0.822454311494778,945,1149
"228","empirical","2018","low",87,"widowed_dead",0.139070303421129,362,2603
"229","empirical","2018","low",87,"widowed_partnered",0.00461006551340761,12,2603
"230","empirical","2018","low",87,"widowed_widowed",0.856319631065463,2229,2603
"231","empirical","2018","low",88,"partnered_dead",0.140099141457031,537,3833
"232","empirical","2018","low",88,"partnered_partnered",0.800939208329768,3070,3833
"233","empirical","2018","low",88,"partnered_unpartnered",0.00365249163798591,14,3833
"234","empirical","2018","low",88,"partnered_widowed",0.0553091585752152,212,3833
"235","empirical","2018","low",88,"unpartnered_dead",0.188658666226827,173,917
"236","empirical","2018","low",88,"unpartnered_partnered",0.004362049912759,NA,917
"237","empirical","2018","low",88,"unpartnered_unpartnered",0.806979283860414,740,917
"238","empirical","2018","low",88,"widowed_dead",0.157068064382199,390,2483
"239","empirical","2018","low",88,"widowed_partnered",0.0052356022460733,13,2483
"240","empirical","2018","low",88,"widowed_widowed",0.837696333371728,2080,2483
"241","empirical","2018","low",89,"partnered_dead",0.148538407014378,437,2942
"242","empirical","2018","low",89,"partnered_partnered",0.784500344231543,2308,2942
"243","empirical","2018","low",89,"partnered_unpartnered",0.00577838198385452,17,2942
"244","empirical","2018","low",89,"partnered_widowed",0.0611828667702244,180,2942
"245","empirical","2018","low",89,"unpartnered_dead",0.213467045901433,149,698
"246","empirical","2018","low",89,"unpartnered_partnered",0.00573065908997135,NA,698
"247","empirical","2018","low",89,"unpartnered_unpartnered",0.780802295008596,545,698
"248","empirical","2018","low",89,"widowed_dead",0.161684784155299,357,2208
"249","empirical","2018","low",89,"widowed_partnered",0.00498188442803443,11,2208
"250","empirical","2018","low",89,"widowed_widowed",0.833333331416667,1840,2208
"251","empirical","2018","low",90,"partnered_dead",0.188251000282377,423,2247
"252","empirical","2018","low",90,"partnered_partnered",0.744103251116155,1672,2247
"253","empirical","2018","low",90,"partnered_unpartnered",0.00445037850667557,10,2247
"254","empirical","2018","low",90,"partnered_widowed",0.0631953700947931,142,2247
"255","empirical","2018","low",90,"unpartnered_dead",0.196428572514286,110,560
"256","empirical","2018","low",90,"unpartnered_partnered",0.00714285729142857,NA,560
"257","empirical","2018","low",90,"unpartnered_unpartnered",0.796428570194286,446,560
"258","empirical","2018","low",90,"widowed_dead",0.183621571138454,361,1966
"259","empirical","2018","low",90,"widowed_partnered",0.00610376383784334,12,1966
"260","empirical","2018","low",90,"widowed_widowed",0.810274665023703,1593,1966
"261","empirical","2018","low",91,"partnered_dead",0.198070736298649,308,1555
"262","empirical","2018","low",91,"partnered_partnered",0.733118973313183,1140,1555
"263","empirical","2018","low",91,"partnered_unpartnered",0.00257234728180064,NA,1555
"264","empirical","2018","low",91,"partnered_widowed",0.0662379431063666,103,1555
"265","empirical","2018","low",91,"unpartnered_dead",0.233830840350746,94,402
"266","empirical","2018","low",91,"unpartnered_partnered",0.00995024851492537,NA,402
"267","empirical","2018","low",91,"unpartnered_unpartnered",0.756218911134328,304,402
"268","empirical","2018","low",91,"widowed_dead",0.2046678642693,342,1671
"269","empirical","2018","low",91,"widowed_partnered",0.00119688796648714,NA,1671
"270","empirical","2018","low",91,"widowed_widowed",0.794135247764213,1327,1671
"271","empirical","2018","low",92,"partnered_dead",0.231617637915441,252,1088
"272","empirical","2018","low",92,"partnered_partnered",0.686580893820772,747,1088
"273","empirical","2018","low",92,"partnered_unpartnered",0.00551470595036765,6,1088
"274","empirical","2018","low",92,"partnered_widowed",0.0762867623134191,83,1088
"275","empirical","2018","low",92,"unpartnered_dead",0.273972603424658,80,292
"276","empirical","2018","low",92,"unpartnered_partnered",0.00342465754280822,NA,292
"277","empirical","2018","low",92,"unpartnered_unpartnered",0.722602739032534,211,292
"278","empirical","2018","low",92,"widowed_dead",0.215384612913846,308,1430
"279","empirical","2018","low",92,"widowed_partnered",0.00279720280797203,NA,1430
"280","empirical","2018","low",92,"widowed_widowed",0.781818184278182,1118,1430
"281","empirical","2018","low",93,"partnered_dead",0.226224785881844,157,694
"282","empirical","2018","low",93,"partnered_partnered",0.694524488057637,482,694
"283","empirical","2018","low",93,"partnered_unpartnered",0.0100864552622478,7,694
"284","empirical","2018","low",93,"partnered_widowed",0.069164270798271,48,694
"285","empirical","2018","low",93,"unpartnered_dead",0.295154173418062,67,227
"286","empirical","2018","low",93,"unpartnered_partnered",0.00881057210352424,NA,227
"287","empirical","2018","low",93,"unpartnered_unpartnered",0.696035254478414,158,227
"288","empirical","2018","low",93,"widowed_dead",0.257653065101531,303,1176
"289","empirical","2018","low",93,"widowed_partnered",0.00170068023367347,NA,1176
"290","empirical","2018","low",93,"widowed_widowed",0.740646254664796,871,1176
"291","empirical","2018","low",94,"partnered_dead",0.280851074914894,132,470
"292","empirical","2018","low",94,"partnered_partnered",0.629787221021276,296,470
"293","empirical","2018","low",94,"partnered_unpartnered",0.00212765953723404,NA,470
"294","empirical","2018","low",94,"partnered_widowed",0.0872340445265958,41,470
"295","empirical","2018","low",94,"unpartnered_dead",0.288461543894231,45,156
"296","empirical","2018","low",94,"unpartnered_partnered",0.00641025658653846,NA,156
"297","empirical","2018","low",94,"unpartnered_unpartnered",0.705128199519231,110,156
"298","empirical","2018","low",94,"widowed_dead",0.258495146510316,213,824
"299","empirical","2018","low",94,"widowed_partnered",0.00728155340169903,6,824
"300","empirical","2018","low",94,"widowed_widowed",0.734223300087985,605,824
"301","empirical","2018","low",95,"partnered_dead",0.279245281929811,74,265
"302","empirical","2018","low",95,"partnered_partnered",0.630188681787547,167,265
"303","empirical","2018","low",95,"partnered_unpartnered",0.0075471696818868,NA,265
"304","empirical","2018","low",95,"partnered_widowed",0.0830188666007547,22,265
"305","empirical","2018","low",95,"unpartnered_dead",0.402173922065218,37,92
"306","empirical","2018","low",95,"unpartnered_unpartnered",0.597826077934782,55,92
"307","empirical","2018","low",95,"widowed_dead",0.322064053269039,181,562
"308","empirical","2018","low",95,"widowed_partnered",0.00355871894661922,NA,562
"309","empirical","2018","low",95,"widowed_widowed",0.674377227784342,379,562
"310","empirical","2018","low",96,"partnered_dead",0.307189538326798,47,153
"311","empirical","2018","low",96,"partnered_partnered",0.620915036405229,95,153
"312","empirical","2018","low",96,"partnered_widowed",0.0718954252679738,11,153
"313","empirical","2018","low",96,"unpartnered_dead",0.30952382,13,42
"314","empirical","2018","low",96,"unpartnered_unpartnered",0.69047618,29,42
"315","empirical","2018","low",96,"widowed_dead",0.333333340833333,118,354
"316","empirical","2018","low",96,"widowed_partnered",0.00564971751412429,NA,354
"317","empirical","2018","low",96,"widowed_widowed",0.661016941652542,234,354
"318","empirical","2018","low",97,"partnered_dead",0.24719101247191,22,89
"319","empirical","2018","low",97,"partnered_partnered",0.595505605955056,53,89
"320","empirical","2018","low",97,"partnered_widowed",0.157303381573034,14,89
"321","empirical","2018","low",97,"unpartnered_dead",0.354838710645161,11,31
"322","empirical","2018","low",97,"unpartnered_unpartnered",0.645161289354839,20,31
"323","empirical","2018","low",97,"widowed_dead",0.372950827123361,91,244
"324","empirical","2018","low",97,"widowed_partnered",0.00819672105655737,NA,244
"325","empirical","2018","low",97,"widowed_widowed",0.618852451820082,151,244
"326","empirical","2018","low",98,"partnered_dead",0.294117652941176,15,51
"327","empirical","2018","low",98,"partnered_partnered",0.450980389176471,23,51
"328","empirical","2018","low",98,"partnered_unpartnered",0.0196078435294118,NA,51
"329","empirical","2018","low",98,"partnered_widowed",0.235294114352941,12,51
"330","empirical","2018","low",98,"unpartnered_dead",0.5,10,20
"331","empirical","2018","low",98,"unpartnered_unpartnered",0.5,10,20
"332","empirical","2018","low",98,"widowed_dead",0.412903231230968,64,155
"333","empirical","2018","low",98,"widowed_partnered",0.00645161297548387,NA,155
"334","empirical","2018","low",98,"widowed_widowed",0.580645155793548,90,155
"335","empirical","2018","low",99,"partnered_dead",0.416666664166667,10,24
"336","empirical","2018","low",99,"partnered_partnered",0.416666664166667,10,24
"337","empirical","2018","low",99,"partnered_widowed",0.166666671666667,NA,24
"338","empirical","2018","low",99,"unpartnered_dead",0.272727271818182,NA,11
"339","empirical","2018","low",99,"unpartnered_unpartnered",0.727272728181818,8,11
"340","empirical","2018","low",99,"widowed_dead",0.40594059,41,101
"341","empirical","2018","low",99,"widowed_widowed",0.59405941,60,101
"342","empirical","2018","low",100,"partnered_dead",0.46153846,6,13
"343","empirical","2018","low",100,"partnered_partnered",0.46153846,6,13
"344","empirical","2018","low",100,"partnered_widowed",0.07692308,NA,13
"345","empirical","2018","low",100,"unpartnered_dead",0.428571417142858,NA,7
"346","empirical","2018","low",100,"unpartnered_unpartnered",0.571428582857143,NA,7
"347","empirical","2018","low",100,"widowed_dead",0.29824561,17,57
"348","empirical","2018","low",100,"widowed_widowed",0.70175439,40,57
"349","empirical","2018","mid",65,"partnered_dead",0.00929742097221319,194,20866
"350","empirical","2018","mid",65,"partnered_partnered",0.978625516023675,20420,20866
"351","empirical","2018","mid",65,"partnered_unpartnered",0.00795552580508962,166,20866
"352","empirical","2018","mid",65,"partnered_widowed",0.00412153719902234,86,20866
"353","empirical","2018","mid",65,"unpartnered_dead",0.0263371626847662,227,8619
"354","empirical","2018","mid",65,"unpartnered_partnered",0.0127625023318251,110,8619
"355","empirical","2018","mid",65,"unpartnered_unpartnered",0.960900334983409,8282,8619
"356","empirical","2018","mid",65,"widowed_dead",0.0350877190175439,24,684
"357","empirical","2018","mid",65,"widowed_partnered",0.0190058474678363,13,684
"358","empirical","2018","mid",65,"widowed_widowed",0.94590643351462,647,684
"359","empirical","2018","mid",66,"partnered_dead",0.0107484271805736,217,20189
"360","empirical","2018","mid",66,"partnered_partnered",0.976719996408896,19719,20189
"361","empirical","2018","mid",66,"partnered_unpartnered",0.00708306501899549,143,20189
"362","empirical","2018","mid",66,"partnered_widowed",0.00544851139153499,110,20189
"363","empirical","2018","mid",66,"unpartnered_dead",0.0257440657425593,205,7963
"364","empirical","2018","mid",66,"unpartnered_partnered",0.0129348238706518,103,7963
"365","empirical","2018","mid",66,"unpartnered_unpartnered",0.961321110386789,7655,7963
"366","empirical","2018","mid",66,"widowed_dead",0.0212765947446809,15,705
"367","empirical","2018","mid",66,"widowed_partnered",0.015602836812766,11,705
"368","empirical","2018","mid",66,"widowed_widowed",0.963120568442553,679,705
"369","empirical","2018","mid",67,"partnered_dead",0.0114901080195332,223,19408
"370","empirical","2018","mid",67,"partnered_partnered",0.975886231659007,18940,19408
"371","empirical","2018","mid",67,"partnered_unpartnered",0.00613149211042354,119,19408
"372","empirical","2018","mid",67,"partnered_widowed",0.00649216821103669,126,19408
"373","empirical","2018","mid",67,"unpartnered_dead",0.02933444126401,212,7227
"374","empirical","2018","mid",67,"unpartnered_partnered",0.0109312300983811,79,7227
